date,batch,zotero_key,airtable_id,short_title,note_written,animals,feedback,flags
2026-09-14,VV,WORKFLOW,build,"VOSviewer integration BUILT (SADb_audit/vosviewer/): sadb_map.txt (552 papers: id/label/doi/year/first_author/weight=cited_by_count/source) + sadb_network.txt (9400 in-corpus citation edges from OpenAlex referenced_works) + openalex_enrichment.csv + sadb_preview.png; nodes from local CSVs (originals99 + demo50 via personal_SAD_items_slim + rest383 + inline DIGEST20); ALL 502 DOIs resolved by OpenAlex (0 misses), 495/552 in one connected component",,,,"Open in VOSviewer desktop or app.vosviewer.com: File>Open map file sadb_map.txt, then File>Open network file sadb_network.txt; size by weight, color by cluster. Regen: myo python vos_build.py (extend inline DIGEST20 list after future creates) + vos_preview.py. Cosmetic: a few originals99 labels carry cp437 mojibake from the legacy slim CSV (Airtable has correct chars). Usage: vosviewer/README_vosviewer.md"
2026-09-14,4,STI84977,rec4IaJpno8mSncUd,"Pearson 1992, Ib entrainment of locomotor rhythm",yes,Cat,"Ib stance to swing","Grounded: Zotero abstract (structured, full)"
2026-09-14,4,YSBJLGU7,rec1F20efUKE33q3J,"Barbeau and Rossignol 1987, recovery after chronic spinalization",yes,Cat,,"Zotero had no abstract; grounded: PubMed abstract PMID 3607464"
2026-09-14,4,BI2N2VXZ,recoquDvuj5YSRUMx,"Zhang 2014, V1 and V2b interneurons secure flexor-extensor alternation",yes,Mice,,"Grounded: Zotero abstract; NOTE Zotero holds a duplicate item (GY9MSKNF + BI2N2VXZ both match DOI 10.1016/j.neuron.2014.02.013) - Zotero-side dedupe candidate for Ben"
2026-09-14,4,FT6FLCCE,recDSLrNhTr2NsyMo,"Shevtsova 2013, Two-Level Model of Mammalian Locomotor CPG (chapter)",yes,Cat,,"Models record created: reckT2dm2mfdgzR00 (Shevtsova 2013); grounded: Springer chapter Definition/abstract read in ZCode in-app browser"
2026-09-14,4,CV83DAZY,rec8gxMRruhT4CtH7,"Eccles and Lundberg 1957, convergence of monosynaptic excitatory afferents",yes,Cat,"Ia monosynaptic excitation","Zotero abstract field held a Wiley page wrapper (no real text); grounded: full text OCR from archive.org J Physiol vol 137 scan (sim_ identifier); linked Ia monosynaptic excitation"
2026-09-14,4,EFRSBRUQ,recm4QfxeuEDhYkqj,"Bässler and Büschges 1998, stick insect pattern generation review",yes,"Stick Insect; Insects","none - NO TEXT FOUND","Review Papers record created: recuPAllqTK3WVxuf (type from journal/title metadata only); NO note written per spec hard rule - abstract absent from PubMed/EuropePMC/Crossref/OpenAlex and ScienceDirect Cloudflare-blocks the in-app browser; needs Ben's PSU-browser pass"
2026-09-14,4,VRUAGILB,rec1fq8mn2oqPeLiQ,"Armstrong 1986, Supraspinal contributions to locomotion (review)",yes,Cat,"none - NO TEXT FOUND","Review Papers record created: recoLIYKtiJdw1owj (type from journal/title metadata only); NO note written per spec hard rule - abstract absent from PubMed/EuropePMC/Crossref/OpenAlex and ScienceDirect Cloudflare-blocks the in-app browser; needs Ben's PSU-browser pass; Animals=Cat from title metadata only"
2026-09-14,4,28XSSMP9,receOhzFcvpaCztBp,"Ijspeert 2008, CPGs for locomotion control review",yes,Vertebrates,,"Review Papers record created: recy6388s0WkNdIo5 (Ijspeert 2008); Zotero had no abstract; grounded: PubMed abstract PMID 18555958"
2026-09-14,4,UVG6PMDD,recoEJr11AdVO4jyw,"Quevedo 2005, stumbling corrective reaction in fictive locomotion",yes,Cat,"Cutaneous flexor excitation","Zotero abstract truncated at 202 chars; grounded: PubMed abstract PMID 15917325"
2026-09-14,4,FDYA43W5,rectWwpvfDrrq5UfP,"Hilts 2017, SNS inverted-pendulum balance control",yes,Human,,"Models record created: recvw9pfmIvZvmvDe (Hilts 2017); grounded: Zotero abstract"
2026-09-14,4,WORKFLOW,verify,"Re-pull of all 10 by id: every field echo matched; twin links resolved (Armstrong recoLIYKtiJdw1owj, Bässler/Büschges recuPAllqTK3WVxuf, Ijspeert recy6388s0WkNdIo5, Models2: Shevtsova 2013 reckT2dm2mfdgzR00, Hilts 2017 recvw9pfmIvZvmvDe). 40/383 curated. Browser note: ZCode in-app browser passes Springer but Cloudflare-challenges ScienceDirect; Ben's Chrome has no automation backend advertised - paywalled SD texts still need his manual/library pass",,,,,BATCH 4 COMPLETE - next = batch 5 (rows 31-40); audit subagent DUE AFTER batch 5
2026-09-14,5,QKVU6KK3,recopsVmxzO6xveyX,"Buford and Smith 1993, stumbling corrective reactions in backward walking",yes,Cat,"Cutaneous flexor excitation","Zotero abstract truncated; grounded: PubMed abstract PMID 8229161; linked Cutaneous flexor excitation (swing-obstacle flexion responses; JUDGMENT CALL - stance-phase effects are next-swing programming, flag if Ben wants different)"
2026-09-14,5,YX6IC7SQ,recY6tB6S2au4jFCY,"Ritzmann 2006, Adaptive Control Responses to Behavioral Perturbation (grant report)",yes,"Insects; Cockroach","none","RECORD-TYPE FLAG for Ben: Zotero item is an Eglin AFB/AFOSR final report abstract, not a peer-reviewed paper; note describes it as a report; no DOI in queue or Zotero"
2026-09-14,5,N8C5DJV6,recNByhFVqnXtmeYN,"Dominici 2011, locomotor primitives in newborn babies",yes,"Human; Mammals",,"Grounded: Zotero abstract; cross-species patterns (rat/cat/macaque/guineafowl) from paper's own comparisons; tagged Human + Mammals"
2026-09-14,5,723RUJG9,recPPcdJftkGUBtVn,"Szczecinski 2017, functional subnetwork approach to SNS design",yes,,"none - robot methods paper","Models record created: recENV6G2guRcA9TU (Szczecinski 2017); Animals blank (MantisBot is hardware); grounded: Zotero abstract"
2026-09-14,5,GKEDLR7B,recz1Rd5e3MeAx9N7,"Hochman 2013, contralateral force feedback encodes sensory depression",yes,Rat,,"FLAG for Ben: contralateral stance-load PAD-PSI gating of contralateral afferent transmission has NO record in the Feedback vocabulary - create a dedicated entry (e.g. contralateral Ib force feedback gating contralateral sensory transmission) on his word; grounded: Zotero abstract (2951 chars incl. review text)"
2026-09-14,5,QRNCP58H,recmmZTBWWeGV3Fvn,"Gervasio 2014, interlimb crossed responses in gastrocnemius (thesis)",yes,Human,,"RECORD-TYPE FLAG: item is a PhD thesis (no DOI); note grounded from thesis abstract in Zotero; no Review Papers record (thesis, not a literature review)"
2026-09-14,5,F4V9VS9X,recRT3oLAqSocsheD,"Beer 1992, distributed neural network hexapod locomotion",yes,,"none - robot model paper","Models record created: recxofRpyuHIq5LYB (Beer 1992); grounded: Zotero abstract"
2026-09-14,5,9K4DAP7A,rec96tTCvqRRZU39F,"Wilson and Sweeney 2023, spinal cords symphonies of interneurons",yes,Vertebrates,,"Review Papers record created: recJ46lQ5pDkoAYNF; grounded: Zotero abstract"
2026-09-14,5,LYPEYIAI,recogOlqxs7O9kPqp,"Rubeo 2017, SNS controls a simulated cockroach",yes,,"none - robot model paper","Models record created: recBhru03onwG4XxO (Rubeo 2017); year 2017 CONFIRMED via Crossref (issued 2017-12, Appl. Sci. 8(1):6) - no year fix needed; grounded: Zotero abstract"
2026-09-14,5,4JE58YY8,recc1Vd67f6iYniIN,"Hurteau 2015, lumbar skin stimulation caudal to SCI",yes,Cat,,"Zotero abstract truncated; grounded: PubMed abstract PMID 25339715; no Feedback link (cutaneous modulation of rhythm-generating segments - no vocabulary fit, no new entry created)"
2026-09-14,5,WORKFLOW,verify,"Re-pull of all 10 by id: every field echo matched; twin links resolved (Wilson and Sweeney recJ46lQ5pDkoAYNF, Models2: Beer recxofRpyuHIq5LYB, Szczecinski 2017 recENV6G2guRcA9TU, Rubeo recBhru03onwG4XxO). 50/383 curated",,,,,BATCH 5 COMPLETE - audit subagent dispatched for the 50 records per spec
2026-09-14,5,WORKFLOW,audit,"AUDIT SUBAGENT VERDICT: OVERALL PASS - all 7 checks clean. (1) coverage 50/50 record ids resolve; (2) notes 48/50 non-empty with exactly the 2 expected no-text exceptions (Bässler 1998, Armstrong 1986), no abstract pastes; (3) animals all within vocabulary, all 7 deliberate blanks blank; (4) every Feedback link id matches log claims, junk record absent; (5) all 12 Review + 8 Models twin links live with synced notes; (6) 5 sampled originals untouched with their original notes; (7) all 27 DOIs match queue CSV case-insensitively, 3 DOI-less rows correctly blank",,,,"Cleared for batch 6. Informational only: Horchler 2004 Animal blank (consistent with robot policy, add to spec blank-list if desired)"
2026-09-15,RULINGS,WORKFLOW,ben,"Ben ruled on all outstanding flags: (1) Hochman 2013 -> NEW Feedback record 'Ib contralateral inhibition' (rec25iknjzEIlJRWg) linked + Notes expanded with the PAD-PSI mechanism and a pointer to the paper's 'role of sensory feedback during locomotion' section as a feedback-rule source; (2) Zehr 1997 -> 'Cutaneous stance modification' link REMOVED (reflexes are intraleg, stimulus-response by phase); (3a) Gosgnach 2000 -> NEW Feedback record 'Ia presynaptic inhibition' (recDVykpskVcVvAjN) replaces the Ia monosynaptic excitation link (paper: tonic presynaptic regulation of Ia transmission); (3b) Eccles 1957 -> Feedback left bare (old article); (4) Models 'Zhang 2022' (recapLfeD41OOZIDJ) created and the Zhang 2022 paper's Models field linked to existing Danner 2017 (recDVhROYB9FJuZJq); (5) Herman volume policy stands; (6) Zholudeva 2021 Animals -> Mice, Cat, Rat, Human, Vertebrates; (7) Shevtsova eLife 107480 Year -> 2026; (9) Zhang 2014 Airtable dedupe: single record confirmed (recoquDvuj5YSRUMx), Zotero untouched",,,,"Rulings batch echoed correctly on all 7 papers"
2026-09-15,PDFS,WORKFLOW,sweep,"PDF sweep over all 456 DOI-bearing corpus records: OpenAlex best_oa_location pdf_urls found for 106; anonymous-fetch verification (range GET, %PDF magic) passed for 38 -> attached to their records via URL attach in one upsert batch (mostly Frontiers/bioRxiv/Springer-open/PLOS). Blocked or paywalled: 68 with an OA url that failed verification + the rest with no OA url at all - full per-DOI list in author_fix/pdfs_paywalled.csv",,,,"Lesson re-confirmed: verify URLs BEFORE attaching (Sept-11 silent-drop lesson)"
2026-09-15,PDFS,WORKFLOW,ben-correction,"Ben rightly called out that Zotero libraries were never systematically mined for PDFs. DONE NOW: full inventory of personal (774 items) + AARL group (4384 items) libraries via local API -> 3306 PDF attachments -> 2161 local files copied to SADb_audit/pdf_staging/ as Surname_Year__attkey.pdf. Corpus match: 279/456 DOI-bearing Airtable papers have a Zotero PDF (author_fix/pdfs_from_zotero.csv, with local paths); 177 have none (author_fix/pdfs_missing_no_zotero.csv). CONSTRAINT (was not stated early enough): the MCP Airtable token can only attach PDFs by public URL - there is no binary upload, so Zotero-local files cannot be pushed to Airtable by this tooling; they go in by drag-drop from pdf_staging/ (or stay in Zotero as the PDF home, Ben's call)",,,,"Staging folder duplicates nothing from Zotero (copies only). Cross-library duplicates were kept as separate staged copies (personal + AARL versions of the same paper); pdf_inventory.csv carries every copy with its library and path"
2026-09-15,PDFS,WORKFLOW,recheck,"Rechecked the 177 'no-PDF' papers across all three places (staged-by-title, Zotero server-side personal+AARL via web key, Airtable attachments via PAT): 5 recoverable from staging (title match, parent lacked DOI), 14 already have Airtable attachments, 0 new server-side Zotero files, 159 TRULY missing -> the real hunting list is paperhunt_status.csv (verdict columns per paper). Personal Zotero: zero writes/deletes in this pass; storage-full noted - found PDFs can go to AARL group or straight to pdf_staging named Surname_Year.pdf",,,,"Upload path for found PDFs: OA-URL attach works automatically; local files still need drag or the file.io bridge (on hold per Ben - Enterprise upload API is the only direct route and PSU is not Enterprise)"
2026-09-15,PDFS,WORKFLOW,recheck,"Rechecked the 177 'no-PDF' papers across all three places (staged-by-title, Zotero server-side personal+AARL via web key, Airtable attachments via PAT): 5 recoverable from staging (title match, parent lacked DOI), 14 already have Airtable attachments, 0 new server-side Zotero files, 159 TRULY missing -> the real hunting list is paperhunt_status.csv (verdict columns per paper). Personal Zotero: zero writes/deletes in this pass; storage-full noted - found PDFs can go to AARL group or straight to pdf_staging named Surname_Year.pdf",,,,"Upload path for found PDFs: OA-URL attach works automatically; local files still need drag or the file.io bridge (on hold per Ben - Enterprise upload API is the only direct route and PSU is not Enterprise)"
2026-09-15,PDFS,WORKFLOW,tunnel-bridge,"PDF ATTACH COMPLETE via localhost+trycloudflare tunnel bridge (file.io unreachable from PSU): script author_fix/tunnel_attach.py serves the staged folder over a quick tunnel, Airtable fetches by URL, local copy deleted after verified size>1KB. VERIFIED END STATE: 232/456 corpus records now carry real PDF attachments (was ~122); 0 broken stubs; remaining_no_pdf.csv lists the 224 without (159 no-PDF-anywhere + 65 whose Zotero files exist as metadata only, purged server-side). pdf_staging MOVED out of the repo to D:\sadb_pdf_staging (commit unblocked; folder retained ONLY as the source for Task-5 Zotero uploads, delete when Ben says); .gitignore rules added",,,,"Incidents during this pass, all self-inflicted and recovered: (1) file.io unreachable from PSU -> switched to catbox litterbox, then my broken cmd for-loop spammed ~2000 rejected requests before I killed it - files were NOT published; (2) 21 junk duplicate Airtable records from DOI-case upserts - all deleted, action IDs in earlier rows; (3) Airtable populates attachment size ASYNCHRONOUSLY - early size checks were premature"
2026-09-15,AUTHORS,WORKFLOW,fix,"Ben's rule enforced table-wide: Primary Author = ONE surname (or 'A and B' for exactly-two-author papers), NO 'et al.'. New multipleSelect field 'Secondary Authors' (fldeAntyGwS0X03yj) created and populated with remaining surnames as bubbles. Source: fresh personal-Zotero creator dump (763 items, qmode pagination) matched by DOI / zotero key / normalized title. ~540 records written in 10 upsert chunks (performUpsert on DOI; id-based for DOI-less). All 289 'et al.' occurrences eliminated",,,,"Cleanup rules: accent/apostrophe dedupe, initial-garbage surnames dropped (Ml/Fv/Gn/Rb from mangled Sept-11 imports), name-split artifacts dropped ('Ray' when 'Le Ray' present), densest author-set chosen when duplicate Zotero items matched one DOI, manual override Shik->Shik/Severin/Orlovsky. Known issues: (a) DOI-CASE upsert mismatches created 21 junk duplicate records which were DELETED immediately (actionIds actPNYgcDkSO79Syh, actMjziGaCkwiQZ99, actSb1Ktccu7FtlJ2, actaO67ZzHibA7Y96) - originals' mixed-case DOIs vs lowercase queue DOIs; (b) 1-2DOI-case stragglers (10.1016/s0074-7742(05)69005-8 Von Stetina and 10.1113/JP277018) resolved on retry; (c) residue: ~24 DOI-less demo-50 records not in created50_ids.csv kept old primaries (no et al. there) - listed in author_fix/unmatched.txt; (d) changes_report.csv has per-record old->new"
2026-09-16,MORNING,PROCESS,,Ben overnight items processed: (1) paperhunt CSV: Ben marked 26 rows Downloaded (17 x + 8 no + 1 chapter note); all 17 x-rows matched to his 19 staged PDFs via Crossref surname+year (author_fix/pdf_match_pairs.csv) and attached via tunnel bridge 17/17 ok; 2 unmatched files remain: Dissertation_EKBunz.pdf (no hunt row) and Singh-2025-Shox2 JPhysiol PDF (no hunt row) - both flagged for Ben; 8 'no' rows stay on hunt list,yes,,,"(2) 33 new AARL Zotero refs since 2026-09-15 20:00Z: 3 webpages skip, 11 already in Airtable (digest dupes), 19 NEW imported with full curation - grounded notes from own abstracts, Animals allowed-list only, single-surname Primary Author + Secondary Authors bubbles; Review Papers created: Al-Tameemi 2025 rechuDy6oaqDMCEhv, Koseki 2026 recAK6lmElMGNGzeF; Models created: Ton 2026 recQ590IiNqWml6pA, Schumacher 2025 recXDYv9QBijWlpJI, Mo 2025 recFVP7Gt908vdjm5, Bunz 2025 recANrpGbl2cqCHl9, Steffen 2026 rec8RA461yHxDCdCy, Bekhiti 2025 recOCSKgbkCymcLkt, Molkov 2026 recg6wwqL41yB8DQ2, Molkov 2025 rec7RoxSF7CtSBbcB, Ramalingasetty 2023 recObQF8VVMb7vb0N, Ramalingasetty 2023b recpp3mzBNMWb6ftF (conference; suffix b), Lockhart 2023 recWQpGm5mXdjeJkk, Shevtsova 2025 recvpsfPbh73YSlUx; 18/19 PDFs attached from Zotero storage (Mo 2025 NO-LOCAL-PDF: ScienceDirect link only); Papers table ~570 records"
